,Context words,Collocate count,Total count,MI score,Negative,Neutral,Positive
1353,salutation,1,9,9.684380288697078,0.0,1.0,0.0
1348,course,1,22,10.973886905892062,0.0,1.0,0.0
1826,rivulet,1,1,6.514455287254766,0.0,1.0,0.0
1828,avert,1,8,9.514455287254766,1.0,0.0,0.0
1862,run,1,11,9.973886905892064,0.0,1.0,0.0
1829,unnoticed,1,1,6.514455287254766,0.0,1.0,0.0
1370,invested,1,1,6.514455287254766,0.0,1.0,0.0
1349,ancestors,1,3,8.099417787975922,0.0,1.0,0.0
1861,provides,1,4,8.514455287254764,0.0,1.0,0.0
1832,avoid,1,5,8.836383382142127,1.0,0.0,0.0
1859,difference,1,2,7.514455287254766,0.0,1.0,0.0
1858,mercies,1,2,7.514455287254766,0.0,1.0,0.0
1367,rocks,1,2,7.514455287254766,0.0,1.0,0.0
1857,defiance,1,9,9.684380288697078,0.0,1.0,0.0
1354,flattened,1,1,6.514455287254766,0.0,1.0,0.0
1389,vicegerent,1,2,7.514455287254766,0.0,1.0,0.0
1856,thoughts,1,4,8.514455287254764,0.0,1.0,0.0
1855,conferred,1,6,9.099417787975922,0.0,1.0,0.0
1836,petitioner,1,1,6.514455287254766,0.0,1.0,0.0
1837,confronted,1,3,8.099417787975922,1.0,0.0,0.0
1363,ladder,1,3,8.099417787975922,0.0,1.0,0.0
1854,beforehand,1,8,9.514455287254766,0.0,1.0,0.0
1362,quaking,1,1,6.514455287254766,1.0,0.0,0.0
1357,slow,1,3,8.099417787975922,0.0,1.0,0.0
1842,unchaste,1,2,7.514455287254766,0.0,1.0,0.0
1843,limit,1,3,8.099417787975922,0.0,1.0,0.0
1361,breed,1,1,6.514455287254766,0.0,1.0,0.0
1853,partner,1,5,8.836383382142127,0.0,1.0,0.0
1846,stain,1,6,9.099417787975922,0.0,1.0,0.0
1864,pomegranates,1,3,8.099417787975922,0.0,1.0,0.0
1372,owes,1,1,6.514455287254766,0.0,1.0,0.0
1865,abandoned,1,3,8.099417787975922,1.0,0.0,0.0
1373,amends,1,4,8.514455287254764,0.0,1.0,0.0
1804,cattle,1,34,11.601918128505105,0.0,1.0,0.0
1335,imagined,1,4,8.514455287254764,0.0,1.0,0.0
1806,remained,1,9,9.684380288697078,0.0,1.0,0.0
1388,scatter,1,7,9.32181020931237,0.0,1.0,0.0
1386,enduring,1,7,9.32181020931237,0.0,1.0,0.0
1879,submissively,1,1,6.514455287254766,1.0,0.0,0.0
1878,determines,1,1,6.514455287254766,0.0,1.0,0.0
1385,divine,1,2,7.514455287254766,0.0,0.0,1.0
1338,await,1,4,8.514455287254764,0.0,0.0,1.0
1384,mayest,1,16,10.514455287254766,0.0,1.0,0.0
1810,openly,1,14,10.32181020931237,0.0,1.0,0.0
1339,visitation,1,1,6.514455287254766,0.0,1.0,0.0
1875,follows,1,13,10.214895005395856,0.0,1.0,0.0
1340,transgressing,1,12,10.099417787975922,0.0,1.0,0.0
1341,crowd,1,3,8.099417787975922,0.0,1.0,0.0
1813,ya,1,3,8.099417787975922,0.0,1.0,0.0
1814,repulse,1,1,6.514455287254766,1.0,0.0,0.0
1872,visit,1,9,9.684380288697078,0.0,1.0,0.0
1815,child,1,22,10.973886905892062,0.0,1.0,0.0
1817,veiled,1,1,6.514455287254766,0.0,1.0,0.0
1378,invent,1,14,10.32181020931237,0.0,1.0,0.0
1344,female,1,24,11.099417787975922,0.0,1.0,0.0
1345,cross,1,3,8.099417787975922,0.0,1.0,0.0
1820,relationships,1,2,7.514455287254766,0.0,1.0,0.0
1374,brethren,1,21,10.906772710033525,0.0,1.0,0.0
1822,three,1,22,10.973886905892062,0.0,1.0,0.0
1824,nearest,1,17,10.601918128505105,0.0,1.0,0.0
1774,wreak,1,1,6.514455287254766,0.0,1.0,0.0
1724,powder,1,3,8.099417787975922,0.0,1.0,0.0
1773,parable,1,20,10.836383382142127,0.0,1.0,0.0
1640,canst,1,20,10.836383382142127,0.0,1.0,0.0
1636,planned,1,6,9.099417787975922,0.0,1.0,0.0
1635,forbade,1,5,8.836383382142127,0.0,1.0,0.0
1633,fulfilment,1,12,10.099417787975922,0.0,1.0,0.0
1632,purify,1,7,9.32181020931237,0.0,1.0,0.0
1631,grows,1,4,8.514455287254764,0.0,1.0,0.0
1492,watering,1,5,8.836383382142127,0.0,1.0,0.0
1630,cease,1,10,9.836383382142127,0.0,1.0,0.0
1493,defence,1,1,6.514455287254766,0.0,0.0,1.0
1629,swell,1,3,8.099417787975922,0.0,1.0,0.0
1495,kaf,1,1,6.514455287254766,0.0,1.0,0.0
1628,reminders,1,2,7.514455287254766,0.0,1.0,0.0
1496,abiding,1,2,7.514455287254766,0.0,1.0,0.0
1627,belong,1,34,11.601918128505105,0.0,1.0,0.0
1498,attains,1,3,8.099417787975922,0.0,1.0,0.0
1499,harshness,1,3,8.099417787975922,0.0,1.0,0.0
1620,tremble,1,1,6.514455287254766,1.0,0.0,0.0
1619,glisten,1,1,6.514455287254766,0.0,1.0,0.0
1616,conveyed,1,3,8.099417787975922,0.0,1.0,0.0
1615,asleep,1,3,8.099417787975922,0.0,1.0,0.0
1489,magnify,1,2,7.514455287254766,0.0,1.0,0.0
1642,sayings,1,1,6.514455287254766,0.0,1.0,0.0
1612,strayed,1,8,9.514455287254766,0.0,1.0,0.0
1648,striving,1,7,9.32181020931237,0.0,1.0,0.0
1669,unrelenting,1,2,7.514455287254766,0.0,1.0,0.0
1668,wives,1,28,11.32181020931237,0.0,1.0,0.0
1667,rites,1,6,9.099417787975922,0.0,1.0,0.0
1665,throughout,1,5,8.836383382142127,0.0,1.0,0.0
1664,cover,1,19,10.76238280069835,0.0,1.0,0.0
1478,eschew,1,6,9.099417787975922,0.0,1.0,0.0
1479,judges,1,6,9.099417787975922,0.0,1.0,0.0
1660,delight,1,12,10.099417787975922,0.0,0.0,1.0
1481,tending,1,1,6.514455287254766,0.0,1.0,0.0
1483,differ,1,10,9.836383382142127,0.0,1.0,0.0
1659,sleep,1,7,9.32181020931237,0.0,1.0,0.0
1484,sailing,1,2,7.514455287254766,0.0,1.0,0.0
1656,rejoicing,1,6,9.099417787975922,0.0,0.0,1.0
1655,inscribed,1,7,9.32181020931237,0.0,1.0,0.0
1485,dog,1,5,8.836383382142127,0.0,1.0,0.0
1653,obtained,1,1,6.514455287254766,0.0,1.0,0.0
1651,elephant,1,1,6.514455287254766,0.0,1.0,0.0
1650,lineage,1,1,6.514455287254766,0.0,1.0,0.0
1649,accomplisher,1,1,6.514455287254766,0.0,1.0,0.0
1613,listened,1,11,9.973886905892064,0.0,1.0,0.0
1507,enrolled,1,1,6.514455287254766,0.0,1.0,0.0
1405,underneath,1,4,8.514455287254764,0.0,1.0,0.0
1527,reminded,1,1,6.514455287254766,0.0,1.0,0.0
